Semester	Kategori	No	Kegiatan/Bukti	SKS BKD	SKS Lebih	Masa Penugasan	Kolom_8	Kolom_9	Kolom_10	Kolom_11	Kolom_12
Ganjil 2025/2026	Penunjang	3	Transformasi PGRI dan profesionalisme guru : tantangan era digital & revolusi kecerdasan buatan (AI) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk buku referensi	SK :- Tgl.SK:23 Oktober 2025	100%	23 Oktober 2025 sampai 23 Oktober 2028	Buku; Transformasi PGRI Riska Andriani; surat tugas; Surat Tugas	Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat kewajiban khusus dan bidang kepakaran dosen	sesuai PO BKD 2021, khususnya pada bidangn peunilsan buku referensi	
Ganjil 2025/2026	Penunjang	4	PERANCANGAN UI/UX APLIKASI FISHLINE MENGGUNAKAN METODE DESIGN THINKING Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- Tgl.SK:05 Februari 2024	100%	05 Februari 2024 sampai 05 Februari 2027	Surat Tugas Penelitian Alfian Nurlifa; Artikel Ilmiah; Cover Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2025/2026	Penunjang	5	KLASIFIKASI PENENTUAN PENENRIMA BANTUAN PANGAN NON TUNAI DENGAN MENGGUNAKAN METODE KNN (K-NEAREST NEIGHBOR) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- Tgl.SK:31 Juli 2024	100%	31 Juli 2024 sampai 31 Juli 2027	Artikel Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2025/2026	Penunjang	6	SISTEM INFORMASI MANAGEMENT PEMBANGUNAN PABRIK PT. SEMEN GRESIK Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- Tgl.SK:31 Juli 2023	100%	31 Juli 2023 sampai 31 Juli 2026	Jurnal Nasional	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2025/2026	Penunjang	7	Sistem Pendukung Keputusan Anak berkebutuhan Khusus Menggunakan Metode Analisi Cluster Hasil penelitian/pemikiran yang	SK :- Tgl.SK:30 Desember 2024	100%	30 Desember 2024 sampai	Bukti Korespondensi; Jurnal Penelitian anti	Sesuai	Dinilai SESUAI semester	Dinilai SESUAI semester	
Ganjil 2025/2026	Penunjang	8	IoT-Based Long Range Wireless Gas Monitoring System for Real-Time Detection and Prevention of LPG Leaks and Fire Hazards in Storage Facilities Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Internasional	SK :- Tgl.SK:06 Juli 2025	100%	06 Juli 2025 sampai 06 Juli 2028	Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Ganjil 2025/2026	Penunjang	9	DINAMIKA ADOPSI TEKNOLOGI KECERDASAN BUATAN DALAM PENDIDIKAN TINGGI: SEBUAH ANALISIS MENGGUNAKAN MODEL PENERIMAAN TEKNOLOGI (TECHNOLOGY ACCEPTANCE MODEL TAM) Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- Tgl.SK:02 Oktober 2024	100%	02 Oktober 2024 sampai 02 Oktober 2027	artikel prosiding	Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat kewajiban khusus dan bidang kepakaran dosen	sesuai PO BKD 2021dalam bidang publikasi	
Ganjil 2025/2026	Penunjang	10	Evaluasi Sistem Informasi Pelayanan Administrasi Desa Menggunakan Pendekatan User Persona dan User Journey Map Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- Tgl.SK:16 Januari 2023	100%	16 Januari 2023 sampai 16 Januari 2026	Junral Penelitian; Surat Tugas Penelitian Alfian Nurlifa; Daftar Isi; Artikel Ilmiah Prosiding	Tidak Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat kewajiban khusus dan bidang kepakaran dosen	Tidak sesuai dengan PO BKD, sudah kadluawarsa	
Ganjil 2025/2026	Penunjang	11	PenerapanAlgoritmaK- MeansdenganPendekatanRFMuntukAnalisis Loyalitas Pelanggan pada Bisnis Online Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- Tgl.SK:31 Juli 2025	100%	31 Juli 2025 sampai 31 Juli 2028	Jurnal Curtina	Sesuai	Sesuai PO BKD 2021 dan sesuai dengan syarat kewajiban khusus dan bidang kepakaran dosen	sesuai PO BKD 2021 dalam bidang publikasi	
Ganjil 2025/2026	Penunjang	1	Pelaksanaan Pendidikan	Tidak boleh kosong	9	6	M				
Ganjil 2025/2026	Penunjang	3	Pelaksanaan Pengabdian	Tidak boleh kosong	2	5	M				
Genap 2025/2026	Pendidikan	1	Mengajar Matakuliah ANALISA DATA MULTIVARIAT/Kelas 2023C (3 sks)	SK :- Tgl.SK:-	3	Daftar Nilai; Daftar Absensi; Surat Tugas	Selesai	100%	3	baik, tetapi seabaiknya ada bukti kehadiran dosen, dan filnya dijadikan satu	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Pendidikan	2	Mengajar Matakuliah ANALISA DATA MULTIVARIAT/Kelas 2023B (3 sks)	SK :- Tgl.SK:-	3	Surat Tugas; Daftar Absensi; Daftar Nilai	Selesai	100%	3	baik, tetapi seabaiknya ada bukti kehadiran dosen, dan filnya dijadikan satu	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Pendidikan	3	Mengajar Matakuliah BASIS DATA LANJUT/Kelas 2024B (4 sks)	SK :- Tgl.SK:-	4	Daftar Nilai; Surat Tugas; Daftar Absensi	Beban lebih	100%	4	baik, tetapi seabaiknya ada bukti kehadiran dosen, dan filnya dijadikan satu	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Pendidikan	4	Mengajar Matakuliah BASIS DATA LANJUT/Kelas 2024C (4 sks)	SK :- Tgl.SK:-	4	Surat Tugas; Daftar Absensi; Daftar Nilai	Beban lebih	100%	4	baik, tetapi seabaiknya ada bukti kehadiran dosen, dan filnya dijadikan satu	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Pendidikan	5	Mengajar Matakuliah BASIS DATA LANJUT/Kelas 2024A (4 sks)	SK :- Tgl.SK:-	4	Surat Tugas; Daftar Nilai; Daftar Absensi	Beban lebih	100%	4	baik, tetapi seabaiknya ada bukti kehadiran dosen, dan filnya dijadikan satu	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penelitian	1	Analysis of student perceptions towards AI-based chatbot technology using the Technology Acceptance Model (TAM)	Third International Nama Conference on Emerging : Jurnal Trends in AI and ComputationalÂ â¦, 2026 Tgl. :24 Maret 2026 Terbit	1	Cover dan Daftar Isi; Junal SPIE	Selesai	10%	1	baik, tetapi bukti pendukung disesuaikan dengan ketentuan yang berlaku cover, daftar isi, dll	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penelitian	2	Perbandingan Moving Average dan Exponential Smoothing untuk Prediksi Harga Saham BBRI pada Dataset 2019–2026	Nama Jurnal:- Tgl. Terbit :30 Juni 2026	2.5	Jurnal; Jurnal	Selesai	40%	2.5	baik, tetapi bukti pendukung disesuaikan dengan ketentuan yang berlaku cover, daftar isi, dll	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penelitian	3	Prediksi Persetujuan Pinjaman Bank Ritel Menggunakan CatBoost dengan Optimasi Hyperparameter Berbasis Optuna dan Analisis Interpretabilitas SHAP	Nama Jurnal:- Tgl. Terbit :30 Juni 2026	0.625	Jurnal	Selesai	10%	0.625	baik, tetapi bukti pendukung disesuaikan dengan ketentuan yang berlaku cover, daftar isi, dll	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penelitian	4	Sistem Pendukung Keputusan Berdasarkan Profil Keuangan Pribadi di Aplikasi SiKencur	JURNAL RISET Nama :KOMPUTER Jurnal (JURIKOM) Tgl. :30 April 2026 Terbit	2.5	Publikasi Jurnal Jurikom; Jurnal Jurikom	Selesai	100%	2.5	baik, tetapi bukti pendukung disesuaikan dengan ketentuan yang berlaku cover, daftar isi, dll	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penelitian	5	Belajar Bersama AI, Transformasi Pendidikan di Era Generative AI	Jumlah Hak cipta : Halaman nasional Tgl. Terbit :26 Juni 2026	1	sertifikat Haki; Surat Tugas; Surat Tugas Gusti	Selesai	10%	1	baik, lebih baik kalau bukti pendukung dijadikan satau file	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penelitian	6	TRANSFORMASI PGRI DAN PROFESIONALISME GURU: Tantangan Era Digital & Revolusi Kecerdasan Buatan (AI)	Jumlah Hak cipta : Halaman nasional Tgl. Terbit :21 Juni 2026	1	WIHIAS PENCATATAN HAKI; surat tugas; ; sertifikat Haki	Beban lebih	10%	1	baik, lebih baik kalau bukti pendukung dijadikan satau file	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Pengabdian	1	Transformasi Literasi Digital Guru SMP melalui Pelatihan AI Generatif dalam Penyusunan Bahan Ajar	SK :- Tgl.SK:-	0.05	ST Gusti; artikel; PUBLIKASI PENGABDIAN WARLI LITERASI; Jurnal; Riska Andriani; ST Pengabdian Gusti; Surat tugas puji rahayu; Jurnal Pengabdian Masyarakat; surat tugas publikasi	Selesai	2%	0.05	baik file dijadikan satu, dan dimasukkan ke salah satu kegiatan	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Pengabdian	2	Jurnal Nasional Tidak Terakreditasi: Curtina di Editor	SK :1338/071073/FT/Ak.IIIc/2025 Tgl.SK:03 Maret 2025	5	Surat Tugas	Beban lebih	100%	5	baik dan tingkatkan	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penunjang	1	Tim Pengelola Jurnal Curtina di UNIVERSITAS PGRI RONGGOLAWE	SK :1338/071073/FT/Ak.IIIc/2025 Tgl.SK:03 Maret 2025	0.5	SK Dekan Tim Pengelola Jurnal Curtina	Selesai	100%	0.5	satu dimasukkan ke satu kegiatan saja	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penunjang	2	Juri Lomba LKS Tingkat kabupaten Tuban di MGMP Kabupaten Tuban	SK :0613/071073/KP/2026 Tgl.SK:09 Februari 2026	0.5	Surat Tugas	Selesai	100%	0.5	baik dan tingkatkan	Sesuai PO BKD 2021, Bukti kinerja sesuai
Genap 2025/2026	Penunjang	1	Algoritma dan Pemrograman dengan Python Buku Ajar (cetak atau elektronik)	SK :4285/071073/FT/AK.IIh/2025 Tgl.SK:09 November 2025	100%	09 November 2025 sampai 09 November 2028	Buku Algoritma dan Pemrograman dengan Python	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	2	Konsep Dasar Ilmu Pengetahuan Sosial untuk Sekolah Dasar Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk buku referensi	SK :- Tgl.SK:01 Januari 2026	100%	01 Januari 2026 sampai 01 Januari 2029	Surat Tugas; Surat tugas Fera Dwidarti; surat tugas; buku	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	3	Algoritma dan pemrograman dengan Python Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk buku referensi	SK :- Tgl.SK:30 November 2025	100%	30 November 2025 sampai 30 November 2028	buku; surat tugas	Tidak Sesuai	sudah dimasukkan ke buku ajar	Sesuai dengan syarat kewajiban khusus Asisten Ahli	
Genap 2025/2026	Penunjang	4	Transformasi PGRI dan profesionalisme guru : tantangan era digital & revolusi kecerdasan buatan (AI) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk buku referensi	SK :- Tgl.SK:23 Oktober 2025	100%	23 Oktober 2025 sampai 23 Oktober 2028	Buku; Transformasi PGRI Riska Andriani; surat tugas; Surat Tugas	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	5	Perbandingan Moving Average dan Exponential Smoothing untuk Prediksi Harga Saham BBRI pada Dataset 2019– 2026 Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- Tgl.SK:30 Juni 2026	100%	30 Juni 2026 sampai 30 Juni 2029	Jurnal; Jurnal	Sesuai	baik dan perlu ditingkatkan lagi ke yang lebih tinggi	Sesuai dengan syarat kewajiban khusus Asisten Ahli	
Genap 2025/2026	Penunjang	6	PERANCANGAN UI/UX APLIKASI FISHLINE MENGGUNAKAN METODE DESIGN THINKING Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- Tgl.SK:05 Februari 2024	100%	05 Februari 2024 sampai 05 Februari 2027	Surat Tugas Penelitian Alfian Nurlifa; Artikel Ilmiah; Cover Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	7	Mengoptimalkan AI dalam Penyelesaian Tugas Akhir Studi Kasus Mahasiswa Universitas PGRI Ronggolawe Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- Tgl.SK:31 Juli 2025	100%	31 Juli 2025 sampai 31 Juli 2028	Jurnal; surat tugas, halam jurnal, editorial tim, jurnal	Sesuai	baik dan perlu ditingkatkan lagi ke yang lebih tinggi	Sesuai dengan syarat kewajiban khusus Asisten Ahli	
Genap 2025/2026	Penunjang	8	Prediksi Persetujuan Pinjaman Bank Ritel Menggunakan CatBoost dengan Optimasi Hyperparameter Berbasis Optuna dan Analisis Interpretabilitas SHAP Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional terakreditasi Kemenristekdikti	SK :- Tgl.SK:30 Juni 2026	100%	30 Juni 2026 sampai 30 Juni 2029	Jurnal	Sesuai	baik dan perlu ditingkatkan lagi ke yang lebih tinggi	Sesuai dengan syarat kewajiban khusus Asisten Ahli	
Genap 2025/2026	Penunjang	9	Sistem Pendukung Keputusan Berdasarkan Profil Keuangan Pribadi di Aplikasi SiKencur Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- Tgl.SK:30 April 2026	100%	30 April 2026 sampai 30 April 2029	Publikasi Jurnal Jurikom; Jurnal Jurikom	Sesuai	baik dan perlu ditingkatkan lagi ke yang lebih tinggi	Sesuai dengan syarat kewajiban khusus Asisten Ahli	
Genap 2025/2026	Penunjang	10	KLASIFIKASI PENENTUAN PENENRIMA BANTUAN PANGAN NON TUNAI DENGAN MENGGUNAKAN METODE KNN (K-NEAREST NEIGHBOR) Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- Tgl.SK:31 Juli 2024	100%	31 Juli 2024 sampai 31 Juli 2027	Artikel Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	11	MEMBANGUN SISTEM DIGITALISASI KOPERASI DAN IMPLEMENTASI SISTEM INFORMASI BERBASIS KOMPUTER Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- Tgl.SK:25 September 2025	100%	25 September 2025 sampai 25 September 2028	Laporan Akir Penelitian; Jurnal Qua Teknika,	Sesuai	baik dan perlu ditingkatkan lagi ke yang lebih tinggi	Sesuai dengan syarat kewajiban khusus Asisten Ahli	
Genap 2025/2026	Penunjang	12	Sistem Pendukung Keputusan Anak berkebutuhan Khusus Menggunakan Metode Analisi Cluster Hasil penelitian/pemikiran yang dipublikasikan dalam bentuk jurnal nasional	SK :- Tgl.SK:30 Desember 2024	100%	30 Desember 2024 sampai 30 Desember 2027	Bukti Korespondensi; Jurnal Penelitian anti Virus; Cek Plagiasi; Laporan akhir Penelitian	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	13	IoT-Based Long Range Wireless Gas Monitoring System for Real-Time Detection and Prevention of LPG Leaks and Fire Hazards in Storage Facilities Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Internasional	SK :- Tgl.SK:06 Juli 2025	100%	06 Juli 2025 sampai 06 Juli 2028	Jurnal	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	14	DINAMIKA ADOPSI TEKNOLOGI KECERDASAN BUATAN DALAM PENDIDIKAN TINGGI: SEBUAH ANALISIS MENGGUNAKAN MODEL PENERIMAAN TEKNOLOGI (TECHNOLOGY ACCEPTANCE MODEL TAM) Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- Tgl.SK:02 Oktober 2024	100%	02 Oktober 2024 sampai 02 Oktober 2027	artikel prosiding	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	15	PenerapanAlgoritmaK- MeansdenganPendekatanRFMuntukAnalisis Loyalitas Pelanggan pada Bisnis Online Hasil penelitian atau hasil pemikiran yang Dipresentasikan secara oral dan dimuat dalam prosiding yang dipublikasikan (ber ISSN/ISBN): Nasional	SK :- Tgl.SK:31 Juli 2025	100%	31 Juli 2025 sampai 31 Juli 2028	Jurnal Curtina	Sesuai	Dinilai SESUAI semester lalu oleh Asesor	Dinilai SESUAI semester lalu oleh Asesor	
Genap 2025/2026	Penunjang	1	Pelaksanaan Pendidikan	Tidak boleh kosong	6	12	M				
Genap 2025/2026	Penunjang	3	Pelaksanaan Pengabdian	Tidak boleh kosong	0.05	5	M				
